missing_frac,seed,method,nrmse
0.4,1337,missforest,1.282475378499314
0.4,2024,knn_k10,1.0509780945478693
0.4,2024,knn_k5,1.0706355871674915
0.4,2024,softimpute,1.0287631171321243
0.4,2024,masked_nmf,1.1254011651066351
0.4,2024,missforest,1.0218421502947603
0.4,7,knn_k10,1.0779885794868385
0.4,7,knn_k5,1.0953775433173971
0.4,7,softimpute,1.0019675114873463
0.4,7,masked_nmf,1.1149425794821366
0.4,7,missforest,1.0001585108715672
0.4,99,knn_k10,1.0586534910167262
0.4,99,knn_k5,1.0752018572899655
0.4,99,softimpute,1.0032099029859178
0.4,99,masked_nmf,1.002121725414254
0.4,99,missforest,1.014298278192922
0.4,555,knn_k10,1.0574561637894844
0.4,555,knn_k5,1.0782440005894196
0.4,555,softimpute,1.0346970596017535
0.4,555,masked_nmf,1.0283516872703515
0.4,555,missforest,1.0106742032982434
0.4,31337,knn_k10,1.0874268143014325
0.4,31337,knn_k5,1.124658011397504
0.4,31337,softimpute,1.0691870077492902
0.4,31337,masked_nmf,1.0794215284530586
0.4,31337,missforest,1.141881118207366
0.45,123,knn_k10,1.1246766919354578
0.45,123,knn_k5,1.1498016498175012
0.45,123,softimpute,1.021002877063949
0.45,123,masked_nmf,1.0858305408061235
0.45,123,missforest,1.030173718342438
0.45,456,knn_k10,1.2070512171173386
0.45,456,knn_k5,1.223021592899744
0.45,456,softimpute,1.0097534166292295
0.45,456,masked_nmf,1.070594160381351
0.45,456,missforest,1.0598147667105715
0.45,789,knn_k10,1.077461976177164
0.45,789,knn_k5,1.089823923401504
0.45,789,softimpute,1.0087629620179244
0.45,789,masked_nmf,1.0274194690879117
0.45,789,missforest,1.0029266008281328
0.45,1024,knn_k10,1.1049367058010275
0.45,1024,knn_k5,1.1168054692713518
0.45,1024,softimpute,1.0018082056856576
0.45,1024,masked_nmf,1.1620104590543312
0.45,1024,missforest,1.0208091979725118
0.45,1337,knn_k10,1.18845303395768
0.45,1337,knn_k5,1.2047897978609796
0.45,1337,softimpute,1.0702373175949838
0.45,1337,masked_nmf,1.2027829856739205
0.45,1337,missforest,1.092660777902926
0.45,2024,knn_k10,1.091927525688037
0.45,2024,knn_k5,1.1095975633745447
0.45,2024,softimpute,1.031698667480199
0.45,2024,masked_nmf,1.095719407869293
0.45,2024,missforest,1.0271796999842326
0.45,7,knn_k10,1.093071851806679
0.45,7,knn_k5,1.1033774988618263
0.45,7,softimpute,1.0185146436764696
0.45,7,masked_nmf,1.039707525730556
0.45,7,missforest,1.001514148186309
0.45,99,knn_k10,1.0641822835746515
0.45,99,knn_k5,1.0920936371122618
0.45,99,softimpute,1.0260016065674287
0.45,99,masked_nmf,1.0559302255355325
0.45,99,missforest,1.0109887472795185
0.45,555,knn_k10,1.1055780075088777
0.45,555,knn_k5,1.1113751718411191
0.45,555,softimpute,1.0389471743323058
0.45,555,masked_nmf,1.0824456926023251
0.45,555,missforest,0.9997726871822872
0.45,31337,knn_k10,1.095427255470994
0.45,31337,knn_k5,1.118127698636091
0.45,31337,softimpute,1.041861800452209
0.45,31337,masked_nmf,1.0883221480063074
0.45,31337,missforest,1.1042201770736304
0.5,123,knn_k10,1.1395722653800544
0.5,123,knn_k5,1.1584542844602974
0.5,123,softimpute,1.0613993007120346
0.5,123,masked_nmf,1.0550657868064826
0.5,123,missforest,1.026937625585777
0.5,456,knn_k10,1.1941634810130142
