mechanism,missing_frac,seed,method,nrmse,nrmse_refnorm
mnar,0.4,99,softimpute,2.5208794135244945,0.5639122261164876
mnar,0.4,555,knn_k10,2.7253349535234292,0.8482154901690226
mnar,0.4,555,knn_k5,2.761199290058003,0.8551084491448102
mnar,0.4,555,softimpute,2.08526684846212,0.5705911087734653
mnar,0.4,31337,knn_k10,3.085938187762901,0.7612487396679591
mnar,0.4,31337,knn_k5,3.147880914062125,0.7711532704032842
mnar,0.4,31337,softimpute,2.47160949936781,0.5576903435715103
mnar,0.45,123,knn_k10,3.3560733585151725,0.9839856652676414
mnar,0.45,123,knn_k5,3.403329301947102,1.008127197852962
mnar,0.45,123,softimpute,2.281268029408271,0.639260475041386
mnar,0.45,456,knn_k10,3.2941452168660756,1.0141946159614683
mnar,0.45,456,knn_k5,3.357378481553513,1.0277561403915
mnar,0.45,456,softimpute,2.3771823038147133,0.6062330277451333
mnar,0.45,789,knn_k10,2.8553532975626434,0.8980858058637544
mnar,0.45,789,knn_k5,2.9108733818247163,0.9255282439258145
mnar,0.45,789,softimpute,2.1189540902281925,0.61625640006049
mnar,0.45,1024,knn_k10,3.0550006498701645,0.8624557310540868
mnar,0.45,1024,knn_k5,3.1790588078189552,0.8828694852947534
mnar,0.45,1024,softimpute,2.5207316064955334,0.6151690375185371
mnar,0.45,1337,knn_k10,3.441107016414877,0.9298823546761661
mnar,0.45,1337,knn_k5,3.495099489185428,0.9482390042539207
mnar,0.45,1337,softimpute,2.2063562509391947,0.6011111835145446
mnar,0.45,2024,knn_k10,2.992373617826776,0.9265999439144051
mnar,0.45,2024,knn_k5,3.0346638522301856,0.9309295080478569
mnar,0.45,2024,softimpute,2.5298706749115967,0.6365153147043235
mnar,0.45,7,knn_k10,3.2627151570239254,0.9173386746127167
mnar,0.45,7,knn_k5,3.328233154666438,0.9505765870400107
mnar,0.45,7,softimpute,2.918686124369992,0.606950035472019
mnar,0.45,99,knn_k10,3.434424624461584,0.9251249724194415
mnar,0.45,99,knn_k5,3.542442943371639,0.9462869627194987
mnar,0.45,99,softimpute,2.2029869018311192,0.5935434354446378
mnar,0.45,555,knn_k10,3.071683591880756,0.9395806525295038
mnar,0.45,555,knn_k5,3.1512037656198966,0.9543311510524979
mnar,0.45,555,softimpute,2.5657202816416618,0.5912995979531409
mnar,0.45,31337,knn_k10,2.7269174317002385,0.9067114601777613
mnar,0.45,31337,knn_k5,2.7705297538387073,0.9163775923248365
mnar,0.45,31337,softimpute,2.232071664517246,0.6540035623167945
mnar,0.5,123,knn_k10,3.133297559860166,0.8985718136027347
mnar,0.5,123,knn_k5,3.2036913422996056,0.9113395334490504
mnar,0.5,123,softimpute,2.377955286192964,0.6845581755547292
mnar,0.5,456,knn_k10,2.858384758713382,1.0287962314906656
mnar,0.5,456,knn_k5,2.892785807409627,1.0432074193883998
mnar,0.5,456,softimpute,1.8407716534977918,0.6484457605611066
mnar,0.5,789,knn_k10,2.779778877821279,0.8105188413765783
mnar,0.5,789,knn_k5,2.8951812258684,0.8242408338006295
mnar,0.5,789,softimpute,2.445704152518866,0.6553782179853183
mnar,0.5,1024,knn_k10,3.7275705007371127,1.1389266964657345
mnar,0.5,1024,knn_k5,3.820714656836409,1.1602108916744258
mnar,0.5,1024,softimpute,2.2939056778983833,0.6701090329570003
mnar,0.5,1337,knn_k10,2.8139598979228517,1.0103065049692699
mnar,0.5,1337,knn_k5,2.801743506531647,1.0355793364756005
mnar,0.5,1337,softimpute,2.0144870071175633,0.7062483156427624
mnar,0.5,2024,knn_k10,3.2449869179398108,1.069659363819035
mnar,0.5,2024,knn_k5,3.2815915833446114,1.0944129701205272
mnar,0.5,2024,softimpute,2.3079422856612473,0.6869579981700782
mnar,0.5,7,knn_k10,3.6530745595252743,0.9916899186295707
mnar,0.5,7,knn_k5,3.700584540858125,1.006928279598438
mnar,0.5,7,softimpute,2.9231319565685636,0.6874740020067622
mnar,0.5,99,knn_k10,2.966803367292207,1.0111809710066433
mnar,0.5,99,knn_k5,3.0264436621106414,1.02475642054143
mnar,0.5,99,softimpute,2.058647749562445,0.6418290147524668
mnar,0.5,555,knn_k10,3.2904401988330045,1.0542398285915264
mnar,0.5,555,knn_k5,3.340740976027157,1.0678708998713902
mnar,0.5,555,softimpute,2.7634640527051895,0.7034667678463484
mnar,0.5,31337,knn_k10,2.912912843205854,1.0148519427086982
mnar,0.5,31337,knn_k5,2.943697102472787,1.0213404578677594
mnar,0.5,31337,softimpute,1.7303831498903994,0.687011156580722
