method,target,regressor,r2_mean,r2_std,rmse_mean
pica,Calcium,rf,0.41260898134649543,0.0873845014244425,238.6906118575439
pica,Calcium,ridge,0.049396804960878046,0.25262454721863187,295.0266536297785
pica,Carbohydrate,knr,0.8169840106148971,0.005166930728871981,10.599453777363333
pica,Carbohydrate,rf,0.9192021779273993,0.0035255210528239342,6.9898035906374805
pica,Carbohydrate,ridge,0.9473852416784952,0.0052072018713283106,5.582718044687991
pica,Fat,knr,0.7316316141408467,0.02521503801814987,6.823635816263507
pica,Fat,rf,0.950081520049476,0.00421626143157215,2.973083052784721
pica,Fat,ridge,0.9474426346295957,0.03186048804094168,2.6315124406467607
pica,Iron,knr,0.1013226093831732,0.04638533133813391,5.20149829339138
pica,Iron,rf,0.3358433252770655,0.04855029355281366,4.534392987406467
pica,Iron,ridge,-0.9734823667688719,0.3931217291534424,6.8682003335704875
pica,Protein,knr,0.6779155049284459,0.013714861560294903,6.464527190516368
pica,Protein,rf,0.7561498407428323,0.002670244147432186,5.628719282911886
pica,Protein,ridge,0.7709092454881634,0.02439748280473171,5.337400171350694
pica,Vitamin_C,knr,0.1734988322135187,0.021669162643942398,23.23584418730876
pica,Vitamin_C,rf,0.24686369360942972,0.011505675685646305,22.072955894060748
pica,Vitamin_C,ridge,0.10502147159269919,0.027773146396626272,24.136934535708185
softimpute,Calcium,knr,0.48111554480127594,0.009349198544304011,229.53706759676228
softimpute,Calcium,rf,0.44847179507999096,0.055503191693893957,233.13115502269724
softimpute,Calcium,ridge,-0.32859638919181766,0.802638158743073,321.46685717048206
softimpute,Carbohydrate,knr,0.8152417192229267,0.006208059139389933,10.629055261113251
softimpute,Carbohydrate,rf,0.9184512628231551,0.00532770208035028,7.0297807384201505
softimpute,Carbohydrate,ridge,0.9501054808817546,0.0028967060643835035,5.423584628260897
softimpute,Fat,knr,0.7467284824197377,0.029809346796205557,6.617892192261374
softimpute,Fat,rf,0.9492604228855324,0.003188184601997466,2.9980318829117554
softimpute,Fat,ridge,0.9476818138027647,0.03068259614783347,2.6395307581701326
softimpute,Iron,knr,0.08498804796490349,0.03431366015760891,5.257720531028992
softimpute,Iron,rf,0.14846866755322144,0.06509598374204238,5.043932282338508
softimpute,Iron,ridge,-0.7577668325497589,0.33213958037178454,6.401862403744735
softimpute,Protein,knr,0.7373456944910849,0.008745400810025202,5.823610789445428
softimpute,Protein,rf,0.8042550146573181,0.0043204486088645735,5.016197577295223
softimpute,Protein,ridge,0.7305476044722775,0.032630464994653434,5.693575222200673
softimpute,Vitamin_C,knr,0.41968144010360603,0.024194602209583947,19.247509798633367
softimpute,Vitamin_C,rf,0.6437046401230611,0.038748748414101745,14.837241199653988
softimpute,Vitamin_C,ridge,0.11266094795473906,0.07269696285279766,23.630031439895056
