missing_frac,seed,method,nrmse
0.25,123,knn_k5,0.9395156600711724
0.25,123,softimpute,0.8653309341249195
0.25,456,knn_k10,0.8833419400532909
0.25,456,knn_k5,0.8929152657394914
0.25,456,softimpute,0.9001373998435067
0.25,789,knn_k10,0.9263539021680108
0.25,789,knn_k5,0.9375718587989064
0.25,789,softimpute,0.8743467551646615
0.25,1024,knn_k10,0.9104839207238424
0.25,1024,knn_k5,0.9252449687356052
0.25,1024,softimpute,0.8752423485084933
0.25,1337,knn_k10,0.881198152820837
0.25,1337,knn_k5,0.8885736147163308
0.25,1337,softimpute,0.8555160222107228
0.25,2024,knn_k10,0.8838169239560033
0.25,2024,knn_k5,0.9099131089552764
0.25,2024,softimpute,0.8932989406148969
0.25,7,knn_k10,0.9028865807987632
0.25,7,knn_k5,0.916139781057649
0.25,7,softimpute,0.8417796920137189
0.25,99,knn_k10,0.9371344043422124
0.25,99,knn_k5,0.9411993768852518
0.25,99,softimpute,0.903924765156675
0.25,555,knn_k10,0.932376911395496
0.25,555,knn_k5,0.940135897047434
0.25,555,softimpute,0.9089489087868815
0.25,31337,knn_k10,0.920805136784715
0.25,31337,knn_k5,0.947009577968349
0.25,31337,softimpute,0.9004896545819872
0.3,123,knn_k10,0.960975330028896
0.3,123,knn_k5,0.9679027849597508
0.3,123,softimpute,0.8649510555588507
0.3,456,knn_k10,0.9398381610642216
0.3,456,knn_k5,0.9522158483365416
0.3,456,softimpute,0.908448253682183
0.3,789,knn_k10,0.9645694912818524
0.3,789,knn_k5,0.9816019764538568
0.3,789,softimpute,0.8821095199557891
0.3,1024,knn_k10,0.9772216803933558
0.3,1024,knn_k5,1.002283836727189
0.3,1024,softimpute,0.862885167101054
0.3,1337,knn_k10,0.953979321123851
0.3,1337,knn_k5,0.9632286373995018
0.3,1337,softimpute,0.8909753068721031
0.3,2024,knn_k10,0.9853660134911902
0.3,2024,knn_k5,0.9851735350510208
0.3,2024,softimpute,0.8855854090429072
0.3,7,knn_k10,0.953600174211956
0.3,7,knn_k5,0.9833753638321344
0.3,7,softimpute,0.8573477272885892
0.3,99,knn_k10,0.9744375698391594
0.3,99,knn_k5,0.9829322656273702
0.3,99,softimpute,0.9042468962315557
0.3,555,knn_k10,0.9695599383150512
0.3,555,knn_k5,0.9692268014820474
0.3,555,softimpute,0.9285151655406114
0.3,31337,knn_k10,0.976043316829313
0.3,31337,knn_k5,0.986714939608647
0.3,31337,softimpute,0.8993416950820974
0.35,123,knn_k10,1.0054064832344412
0.35,123,knn_k5,1.0166045470807878
0.35,123,softimpute,0.8707037844539123
0.35,456,knn_k10,0.998529040127726
0.35,456,knn_k5,1.0159058833439794
0.35,456,softimpute,0.9197475633151124
0.35,789,knn_k10,1.0171218061055465
0.35,789,knn_k5,1.0345746311231396
0.35,789,softimpute,0.893046352093116
0.35,1024,knn_k10,1.0184820685412936
0.35,1024,knn_k5,1.031745302122741
0.35,1024,softimpute,0.8714535222057651
0.35,1337,knn_k10,0.9776501039039632
0.35,1337,knn_k5,1.0003051635312672
0.35,1337,softimpute,0.905349611498631
0.35,2024,knn_k10,0.9971893063330032
0.35,2024,knn_k5,1.0053419760408515
0.35,2024,softimpute,0.8762187208794956
0.35,7,knn_k10,0.9975970272868172
0.35,7,knn_k5,1.006541992532735
0.35,7,softimpute,0.8843172985555567
0.35,99,knn_k10,0.9984651867623062
0.35,99,knn_k5,1.01276216686688
0.35,99,softimpute,0.9137177655736558
0.35,555,knn_k10,1.0431688547498297
0.35,555,knn_k5,1.0417329220475515
0.35,555,softimpute,0.893253584292244
0.35,31337,knn_k10,1.002928711051522
0.35,31337,knn_k5,1.020610775746952
0.35,31337,softimpute,0.9080492224504837
0.4,123,knn_k10,1.0388137021818058
0.4,123,knn_k5,1.0493027800192167
0.4,123,softimpute,0.9107247173113402
0.4,456,knn_k10,1.0631839988161405
0.4,456,knn_k5,1.0765007192768388
0.4,456,softimpute,0.9362412639025588
0.4,789,knn_k10,1.063280021147618
0.4,789,knn_k5,1.0750134626274428
0.4,789,softimpute,0.9155323896690173
0.4,1024,knn_k10,1.0515627108591286
0.4,1024,knn_k5,1.0641082232342076
0.4,1024,softimpute,0.8968729810317624
0.4,1337,knn_k10,1.0286539552605678
0.4,1337,knn_k5,1.0482366707073525
0.4,1337,softimpute,0.923495396233468
0.4,2024,knn_k10,1.0376680768925852
0.4,2024,knn_k5,1.0528773617390608
0.4,2024,softimpute,0.9145886432730361
0.4,7,knn_k10,1.0473848752353496
0.4,7,knn_k5,1.0600517870401904
0.4,7,softimpute,0.9277617449540523
0.4,99,knn_k10,1.0323707387736794
0.4,99,knn_k5,1.0511766796744555
0.4,99,softimpute,0.9253864442525594
0.4,555,knn_k10,1.0789783268418702
0.4,555,knn_k5,1.1031573259799443
0.4,555,softimpute,0.9272384189219864
0.4,31337,knn_k10,1.068260582241539
0.4,31337,knn_k5,1.0912724461798988
0.4,31337,softimpute,0.9191385831350551
0.45,123,knn_k10,1.0445389206787372
0.45,123,knn_k5,1.0539461893197846
0.45,123,softimpute,0.9315680064970422
0.45,456,knn_k10,1.0494170341205704
0.45,456,knn_k5,1.063595651290964
0.45,456,softimpute,0.9692998003075463
0.45,789,knn_k10,1.0768522468168733
0.45,789,knn_k5,1.0944829295347391
0.45,789,softimpute,0.9367367525334762
0.45,1024,knn_k10,1.0996475446313436
0.45,1024,knn_k5,1.109061400182307
0.45,1024,softimpute,0.9395990448155869
0.45,1337,knn_k10,1.0600576900237824
0.45,1337,knn_k5,1.079457623673448
0.45,1337,softimpute,0.9516566474164382
0.45,2024,knn_k10,1.066806892288792
0.45,2024,knn_k5,1.0760802528301616
0.45,2024,softimpute,0.9149818391260918
0.45,7,knn_k10,1.0652551546171003
0.45,7,knn_k5,1.07840223508531
0.45,7,softimpute,0.9570875419272918
